Compound,m/z,Retention time (min),kmd,pass_relfil,pass_blnkfil,average CV,median CV,pass_cvfil,pass_insource,groups,fc,max,logmax,-logp,-logq,logfc
0.77_1152.3795n,1175.368891,0.767066667,0.368891000000076,True,True,0.1527023003975227,0.0702162985922873,True,False, 0um_Ce 250um_Ce Media insource,0.0402800514183472,499.8407171222223,2.6988316309445755,7.784058224616588,,-4.633790664797774
2.28_230.1581m/z,230.1581048,2.275266667,0.1581047999999896,True,True,0.953646285846674,0.879588189159267,False,False, Media cv insource,0.01,498.7240487222222,2.697860310619689,9.731338951583393,,-6.643856189774724
0.92_550.6485m/z,550.6484726,0.916316667,0.648472599999991,True,True,0.0721244621016243,0.0629069600932924,True,True, 0um_Ce 250um_Ce Media,1.2965951786644785,420.70238386666665,2.6239749729088566,2.5321584892668567,2.193081224719489,0.3747281134393742
2.10_355.7099m/z,355.7099131,2.097433333,0.7099130999999943,True,True,0.0646846132199205,0.0679434067407626,True,False, 0um_Ce 250um_Ce Media insource,0.0993766388962941,492.3477711000001,2.6922719761720937,11.24109922709706,,-3.3309494417048686
2.33_346.2230m/z,346.2230313,2.3324,0.2230313000000023,True,True,0.2519987004840506,0.2272242193813904,False,False, 0um_Ce 250um_Ce Media cv insource,0.0550504507949402,488.7245577333333,2.689064162273746,8.44877534128124,,-4.183101812052985
4.12_984.1633m/z,984.1632536,4.118116667,0.1632535999999618,True,True,0.077155844446259,0.0750362452584839,True,True, 0um_Ce 250um_Ce,100.0,438.7728033777778,2.642239700696193,1.3091684946822404,1.1726266901916482,6.643856189774724
1.59_215.1399m/z,215.139864,1.59235,0.1398639999999886,True,True,0.7122582274225606,0.9775121340871832,False,True, Media cv,0.01,484.9771223,2.685721252224509,8.264407233270965,,-6.643856189774724
0.85_359.1316m/z,359.1315693,0.845616667,0.1315693000000237,True,True,0.2735189132116061,0.1630324023971313,True,False, 250um_Ce Media insource,0.01,484.7290291777778,2.685499029283743,8.525747328896227,,-6.643856189774724
4.15_643.1763m/z,643.176344,4.146683333,0.1763439999999718,True,True,0.4555844802246618,0.0434495521923441,True,False, 250um_Ce insource,100.0,435.4214237888889,2.638909793571398,0.3466720264017542,,6.643856189774724
2.72_304.1665m/z,304.1664572,2.723316667,0.1664572000000248,True,True,0.0918054832785385,0.0773713004423566,True,False, 0um_Ce 250um_Ce Media insource,0.083124856382852,481.8006852111111,2.6828674133111265,10.168993744420163,,-3.588576246856106
