,,,0p8_B,0p8_B,0p8_B,0p8_K,0p8_K,0p8_K,0p8_M,0p8_M,0p8_M,0p8_MK,0p8_MK,0p8_MK,2p5_B,2p5_B,2p5_B,2p5_K,2p5_K,2p5_K,2p5_M,2p5_M,2p5_M,2p5_MK,2p5_MK,2p5_MK,8p0_B,8p0_B,8p0_B,8p0_K,8p0_K,8p0_K,8p0_M,8p0_M,8p0_M,8p0_MK,8p0_MK,8p0_MK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,m/z,Retention time (min),0p8_B1,0p8_B2,0p8_B3,0p8_K1,0p8_K2,0p8_K3,0p8_M1,0p8_M2,0p8_M3,0p8_MK1,0p8_MK2,0p8_MK3,2p5_B1,2p5_B2,2p5_B3,2p5_K1,2p5_K2,2p5_K3,2p5_M1,2p5_M2,2p5_M3,2p5_MK1,2p5_MK2,2p5_MK3,8p0_B1,8p0_B2,8p0_B3,8p0_K1,8p0_K2,8p0_K3,8p0_M1,8p0_M2,8p0_M3,8p0_MK1,8p0_MK2,8p0_MK3
8.168_413.12408,413.12408,8.168,0.0,0.0,0.0,5637410.0,6060244.666666667,6564224.666666667,2718089.3333333335,0.0,0.0,6145574.0,6385764.333333333,6031278.333333333,0.0,0.0,0.0,5624578.666666667,5685069.666666667,6089293.333333333,0.0,0.0,0.0,5688356.666666667,5959719.666666667,6118472.0,0.0,0.0,0.0,1853115.6666666667,1288765.3333333333,1868263.6666666667,0.0,0.0,0.0,1757510.6666666667,1682412.3333333333,1573574.6666666667
8.169_475.30322,475.30322,8.169,34929.0,45582.0,22015.333333333332,82826375.0,116009296.33333333,136397111.66666666,9235055.333333334,8723.0,9264.333333333334,108331820.33333333,116348031.0,119550059.33333333,15206.333333333334,15078.0,10375.333333333334,126845102.33333333,122575272.33333333,138504892.66666666,9983.666666666666,0.0,23635.333333333332,120627375.33333333,117350502.33333333,122474091.66666667,12912.0,10006.333333333334,10671.0,9285453.0,4259375.0,8842038.0,0.0,23956.333333333332,14506.666666666666,6628045.666666667,7056578.333333333,6152640.666666667
8.171_476.18637,476.18637,8.171,0.0,0.0,0.0,5017168.0,5136530.0,5444655.0,2424855.3333333335,0.0,0.0,5088880.0,4841534.666666667,5037857.0,0.0,0.0,0.0,5157210.0,5171670.666666667,5427055.333333333,0.0,0.0,0.0,4800662.666666667,5453625.666666667,5244132.0,0.0,0.0,0.0,1728554.0,1283380.6666666667,1811650.0,0.0,0.0,0.0,1436353.0,1618244.3333333333,1371363.3333333333
8.171_525.30408,525.30408,8.171,0.0,0.0,0.0,780906.6666666666,923655.0,1115106.0,46253.333333333336,0.0,0.0,991942.3333333334,891734.6666666666,934015.0,0.0,0.0,0.0,1055059.6666666667,749822.3333333334,1005405.6666666666,0.0,0.0,0.0,909118.3333333334,904804.6666666666,1093955.6666666667,0.0,0.0,0.0,21785.666666666668,12035.0,35009.333333333336,0.0,0.0,0.0,0.0,0.0,0.0
8.172_197.00063,197.00063,8.172,0.0,11211.0,25289.333333333332,1812971.0,1597539.0,1609319.3333333333,791861.6666666666,16840.333333333332,12472.666666666666,1632510.6666666667,1680586.3333333333,1250381.3333333333,17569.333333333332,17560.333333333332,10843.333333333334,1552121.3333333333,1503655.3333333333,1859145.6666666667,8694.666666666666,9080.0,13636.666666666666,1272599.0,1446908.6666666667,1275057.6666666667,13615.333333333334,9430.666666666666,14427.0,368665.6666666667,259327.0,446603.6666666667,0.0,7665.0,0.0,358184.3333333333,367412.6666666667,389901.3333333333
8.172_376.2326,376.2326,8.172,0.0,0.0,0.0,23987087.333333332,25084257.0,25739857.666666668,13235743.666666666,0.0,0.0,24797311.666666668,24051577.0,24713424.333333332,0.0,0.0,0.0,24293088.666666668,24371215.666666668,25531124.666666668,0.0,0.0,0.0,23348455.666666668,24025007.333333332,23481022.333333332,0.0,0.0,0.0,10627799.333333334,7545606.333333333,10241291.333333334,7041.0,0.0,0.0,9250982.666666666,9098379.666666666,8688777.0
8.173_308.17029,308.17029,8.173,0.0,0.0,0.0,2529154.6666666665,2469542.6666666665,2598768.3333333335,1765702.3333333333,0.0,0.0,2455474.3333333335,2277068.0,2335502.6666666665,0.0,5192.666666666667,4588.0,2503329.0,2493873.3333333335,2763327.6666666665,0.0,0.0,0.0,2426912.0,2387620.3333333335,2283597.3333333335,0.0,4498.333333333333,0.0,1380531.3333333333,999719.6666666666,1179026.6666666667,0.0,0.0,0.0,1194081.3333333333,1192728.0,1156061.0
8.173_926.59668,926.59668,8.173,0.0,0.0,0.0,1358323.6666666667,2740885.0,3027656.0,15204.0,0.0,0.0,1775684.3333333333,1801311.3333333333,1860242.0,10024.666666666666,0.0,0.0,2376201.6666666665,2351562.6666666665,2228697.6666666665,0.0,0.0,0.0,1962516.6666666667,1783203.0,1881897.0,0.0,0.0,0.0,109987.33333333333,305023.6666666667,101820.0,0.0,0.0,0.0,0.0,0.0,0.0
8.17_481.18744,481.18744,8.17,0.0,0.0,0.0,8401532.333333334,8765078.0,9170956.333333334,3302674.3333333335,0.0,0.0,9041123.666666666,8973777.0,8924292.666666666,0.0,4760.0,0.0,8338642.333333333,8222160.666666667,9269616.0,0.0,0.0,0.0,8082468.333333333,8209233.333333333,8451966.333333334,0.0,0.0,3989.0,2225625.3333333335,1388038.3333333333,2304862.0,0.0,0.0,0.0,1900660.0,1958494.3333333333,2050858.0
8.17_529.19507,529.19507,8.17,0.0,0.0,0.0,1148634.6666666667,1366142.0,1317664.6666666667,863413.6666666666,0.0,0.0,1270296.0,1078756.3333333333,1052753.0,0.0,0.0,0.0,1134675.0,1054244.0,1188198.0,0.0,0.0,0.0,869642.3333333334,1180243.0,1027875.6666666666,0.0,0.0,0.0,658117.6666666666,416367.3333333333,662765.3333333334,0.0,0.0,0.0,542717.6666666666,472798.6666666667,512871.0
8.214_397.79004,397.79004,8.214,0.0,0.0,0.0,0.0,0.0,0.0,142906.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.217_721.44073,721.44073,8.217,0.0,0.0,0.0,0.0,0.0,0.0,451933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.222_313.09708,313.09708,8.222,0.0,0.0,0.0,8782680.0,10087543.333333334,9998087.666666666,507429.3333333333,0.0,0.0,6559866.333333333,6205508.333333333,7219417.0,0.0,5732.0,0.0,23868844.666666668,20205116.0,19170993.666666668,0.0,0.0,0.0,31110319.333333332,32859455.0,27736299.0,0.0,0.0,0.0,3042916.3333333335,1828059.0,2129941.0,0.0,0.0,0.0,1911993.0,1680302.3333333333,1691085.6666666667
8.235_306.09424,306.09424,8.235,0.0,0.0,0.0,933503.3333333334,1074765.6666666667,942217.3333333334,0.0,0.0,0.0,593623.0,531562.6666666666,900454.0,0.0,0.0,0.0,1825695.0,1810788.0,2071666.0,0.0,0.0,0.0,1681010.3333333333,1568981.3333333333,1452619.0,0.0,0.0,0.0,0.0,0.0,0.0,7401.333333333333,0.0,0.0,0.0,0.0,0.0
8.247_952.62457,952.62457,8.247,0.0,0.0,0.0,0.0,0.0,0.0,203282.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.253_991.55383,991.55383,8.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32588.666666666668,0.0,193378.66666666666,0.0,0.0,0.0,0.0,0.0,297602.3333333333,0.0,0.0,0.0
8.258_441.40524,441.40524,8.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566773.3333333334,477139.3333333333,430672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912729.6666666666,786219.3333333334,902604.6666666666,0.0,7787.333333333333,0.0
8.294_373.25836,373.25836,8.294,0.0,0.0,0.0,24279764.666666668,39295760.333333336,32786012.666666668,2535816.6666666665,1511583.6666666667,0.0,17055877.666666668,35831764.666666664,35124238.333333336,0.0,4566.0,0.0,44333720.666666664,43185851.0,39539507.666666664,0.0,0.0,10823.333333333334,35079696.333333336,34128485.666666664,33102961.333333332,0.0,0.0,0.0,15496339.333333334,2864174.6666666665,3014131.0,0.0,0.0,0.0,12765772.666666666,2205455.3333333335,2960501.3333333335
8.299_404.2207,404.2207,8.299,0.0,0.0,0.0,692496.0,818625.0,1070023.3333333333,14341.333333333334,0.0,0.0,929741.0,1061820.6666666667,1351833.0,28126.333333333332,0.0,0.0,1076981.6666666667,1262364.3333333333,1335200.0,0.0,0.0,0.0,1231947.3333333333,1250422.0,1341923.3333333333,0.0,0.0,0.0,447257.6666666667,314128.0,305023.0,0.0,0.0,0.0,226520.66666666666,287962.0,235393.66666666666
8.301_382.23834,382.23834,8.301,0.0,0.0,0.0,2709860.0,3471823.3333333335,4304071.333333333,995600.6666666666,5458.666666666667,9344.0,4195668.666666667,4364966.666666667,5396457.0,10097.0,0.0,0.0,4517163.0,5943727.333333333,5693667.666666667,6913.333333333333,0.0,0.0,5144299.666666667,5450805.0,5765601.666666667,5216.333333333333,0.0,0.0,2375207.0,1539794.0,1559127.3333333333,0.0,0.0,0.0,1310011.3333333333,1320994.3333333333,1363267.3333333333
8.319_540.24799,540.24799,8.319,0.0,0.0,0.0,443790.0,323081.6666666667,393535.3333333333,185351.33333333334,308209.3333333333,471227.6666666667,85016.0,153547.66666666666,69789.66666666667,28564.666666666668,4975.333333333333,0.0,372010.3333333333,9879.0,580913.3333333334,28133.333333333332,231367.0,190540.66666666666,80341.33333333333,197259.0,0.0,0.0,0.0,0.0,67569.66666666667,288109.0,296007.3333333333,95497.66666666667,160277.33333333334,408419.0,268035.0,147660.66666666666,227804.66666666666
8.334_529.25232,529.25232,8.334,0.0,0.0,0.0,358534.0,360209.6666666667,377394.3333333333,1399744.6666666667,0.0,0.0,308084.3333333333,378336.6666666667,417303.3333333333,6241.333333333333,0.0,0.0,15205.666666666666,140125.0,98013.66666666667,0.0,0.0,9619.333333333334,114652.0,175167.33333333334,196044.66666666666,0.0,0.0,0.0,0.0,7566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.374_433.15405,433.15405,8.374,34964.666666666664,51863.666666666664,22304.666666666668,492409.0,296894.0,501506.0,154961.33333333334,166258.66666666666,203370.66666666666,36753.666666666664,278553.3333333333,195576.33333333334,93432.0,65890.33333333333,43868.333333333336,201241.66666666666,0.0,277972.3333333333,45698.333333333336,126402.0,207354.33333333334,129523.66666666667,152395.66666666666,0.0,0.0,0.0,20647.666666666668,91792.66666666667,369726.0,376666.3333333333,61704.666666666664,151758.0,196359.33333333334,422485.3333333333,266230.6666666667,428646.0
8.416_411.32217,411.32217,8.416,0.0,0.0,0.0,0.0,22989.666666666668,10651.0,51258.0,435159.0,449622.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,1241426.3333333333,1206622.6666666667,1013052.3333333334,8027164.0,7858785.666666667,7320786.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1437346.3333333333,1488502.0,1541495.6666666667,2964233.6666666665,2696381.0,3379033.3333333335,0.0,0.0,0.0
8.417_581.30798,581.30798,8.417,31912.666666666668,148508.33333333334,99003.66666666667,262774.0,271322.6666666667,197634.0,289006.6666666667,262470.0,220998.66666666666,339618.3333333333,167492.66666666666,251125.66666666666,128943.33333333333,133332.0,155594.66666666666,280673.0,425878.0,561186.3333333334,216418.33333333334,202267.0,198745.33333333334,317268.6666666667,197302.0,246014.66666666666,238087.33333333334,260873.0,211337.66666666666,498793.3333333333,502397.3333333333,561473.0,329846.6666666667,247973.66666666666,157006.0,377909.0,278026.0,348196.0
8.418_677.40833,677.40833,8.418,0.0,0.0,0.0,273815.6666666667,251986.66666666666,319848.0,0.0,0.0,0.0,216820.0,240209.0,276169.3333333333,0.0,0.0,0.0,196881.66666666666,291065.3333333333,233620.0,11741.0,0.0,0.0,301763.6666666667,229286.66666666666,236133.66666666666,0.0,0.0,0.0,0.0,0.0,12645.666666666666,0.0,0.0,0.0,0.0,12475.666666666666,34578.666666666664
8.47_497.26196,497.26196,8.47,0.0,0.0,0.0,0.0,0.0,0.0,846080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.533_330.29968,330.29968,8.533,0.0,0.0,0.0,315152.6666666667,283434.6666666667,386046.0,1562723.0,4624039.333333333,4645237.333333333,0.0,0.0,0.0,0.0,6758.333333333333,0.0,303377.0,338942.6666666667,291635.3333333333,912317.6666666666,870508.3333333334,882436.6666666666,0.0,0.0,0.0,0.0,0.0,0.0,17314.333333333332,11068.333333333334,0.0,1415612.6666666667,1109592.3333333333,1345506.0,0.0,0.0,0.0
8.544_435.04321,435.04321,8.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372628.3333333333,334884.0,377213.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.572_356.26163,356.26163,8.572,65308.0,23741.333333333332,7982.333333333333,403438.3333333333,403491.0,554371.0,96403.0,0.0,0.0,486286.6666666667,497035.6666666667,480465.3333333333,0.0,0.0,0.0,518928.6666666667,556570.0,656273.3333333334,0.0,0.0,0.0,426024.0,492247.6666666667,502958.0,0.0,0.0,0.0,50706.333333333336,0.0,9660.333333333334,0.0,0.0,0.0,8765.0,0.0,9166.666666666666
8.574_374.272,374.272,8.574,0.0,15949.0,0.0,6450574.666666667,7771510.666666667,8462821.333333334,1937085.0,0.0,0.0,8438836.666666666,8074206.0,9091293.666666666,0.0,0.0,0.0,8844004.333333334,10381233.333333334,9947585.666666666,0.0,0.0,0.0,7058387.666666667,7391849.333333333,8212999.666666667,0.0,0.0,0.0,1721732.0,1064026.0,1167868.3333333333,0.0,11794.666666666666,0.0,763779.3333333334,808752.3333333334,571215.3333333334
8.578_515.31946,515.31946,8.578,0.0,0.0,0.0,6186236.666666667,4567151.0,7484586.333333333,95253.66666666667,0.0,0.0,6200513.333333333,6402433.0,6913604.666666667,0.0,0.0,0.0,3241079.6666666665,5530624.333333333,5300317.666666667,0.0,0.0,0.0,5875345.333333333,6176716.0,7200225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.57_396.25403,396.25403,8.57,0.0,0.0,0.0,2425266.3333333335,3112605.3333333335,4542296.333333333,754902.6666666666,0.0,0.0,4288301.333333333,3920961.3333333335,4637014.333333333,0.0,0.0,0.0,6067136.333333333,7746870.333333333,7472327.0,0.0,0.0,0.0,4739333.333333333,5555920.666666667,6125962.666666667,0.0,0.0,0.0,1528774.0,773798.3333333334,642181.0,0.0,0.0,0.0,465365.0,492708.3333333333,606154.3333333334
8.588_899.57007,899.57007,8.588,0.0,0.0,0.0,17658494.666666668,23462608.0,23694639.0,9255812.333333334,3820377.6666666665,0.0,17537430.0,22702983.666666668,22636400.666666668,0.0,0.0,0.0,27963378.333333332,31964240.666666668,29761268.666666668,0.0,0.0,0.0,24777811.0,24713082.0,25324857.333333332,0.0,0.0,0.0,13543134.0,1926725.0,1621972.6666666667,0.0,0.0,0.0,13878961.333333334,5291491.666666667,5208169.666666667
8.589_817.45508,817.45508,8.589,0.0,0.0,0.0,10348742.333333334,15582753.666666666,15479414.666666666,4134516.0,1906488.6666666667,0.0,8735365.0,13358794.333333334,13920300.333333334,0.0,0.0,0.0,16703855.666666666,17920180.333333332,16028232.666666666,0.0,0.0,0.0,13846640.333333334,12811296.333333334,12759797.0,0.0,36845.333333333336,0.0,6292251.333333333,686564.6666666666,432728.0,0.0,0.0,0.0,6281180.666666667,1051554.6666666667,1359399.6666666667
8.593_846.50549,846.50549,8.593,0.0,0.0,0.0,10460519.666666666,15519301.0,15539210.666666666,4378758.0,2140486.0,0.0,9374336.333333334,14390323.0,15270977.0,0.0,0.0,0.0,16640302.333333334,16898804.333333332,16257213.333333334,0.0,0.0,0.0,13935133.333333334,12322759.0,13277488.333333334,12295.0,0.0,0.0,4984811.666666667,274801.6666666667,399214.3333333333,0.0,0.0,0.0,5436708.333333333,1544643.6666666667,887008.0
8.595_894.61499,894.61499,8.595,54065.666666666664,0.0,0.0,43671925.333333336,63248317.333333336,62861872.0,19587542.0,8352650.666666667,17668.666666666668,41652855.0,55354759.0,56998632.333333336,0.0,7514.666666666667,0.0,64739100.666666664,67677388.33333333,64850618.0,0.0,0.0,0.0,56303361.333333336,54892135.666666664,55624760.666666664,0.0,0.0,0.0,22272991.666666668,3697462.3333333335,2714659.0,0.0,0.0,0.0,22279608.333333332,7201653.666666667,6487045.666666667
8.622_506.8689,506.8689,8.622,126675818.33333333,185624951.66666666,116225771.0,235960289.33333334,184287022.0,217553111.66666666,234864671.66666666,174320293.66666666,189618878.0,228245995.33333334,182477046.0,168000646.66666666,243076004.0,220864223.0,189694708.0,241197735.0,299382123.3333333,387559159.0,167294336.66666666,158153390.33333334,233018768.66666666,216534266.66666666,420245451.0,230433318.33333334,298900007.3333333,286656898.6666667,357764514.6666667,547288154.0,505034954.6666667,517752055.6666667,242918798.33333334,259440856.33333334,193169729.0,380583741.0,369010423.3333333,455970126.3333333
8.622_526.31677,526.31677,8.622,4407403.666666667,5395898.666666667,1924981.0,3579593.3333333335,4124947.6666666665,4899024.666666667,3001265.6666666665,2702626.3333333335,1910133.6666666667,7682274.666666667,5905142.0,6131812.333333333,3421820.6666666665,2443031.3333333335,1918184.3333333333,3121164.0,3800135.6666666665,6837201.666666667,2148173.3333333335,2248233.3333333335,3491021.6666666665,7069456.333333333,12361789.666666666,7717977.0,2968246.0,1907862.0,1527360.3333333333,5609432.666666667,7454662.666666667,5986304.666666667,2255617.3333333335,2448739.0,1448309.3333333333,5824943.0,9442602.333333334,18883871.666666668
8.624_187.1118,187.1118,8.624,7669394.333333333,8621852.666666666,4161689.0,9877212.0,8528468.666666666,9812906.666666666,8760613.0,6879908.666666667,5955932.0,10390989.0,10186583.333333334,8837842.0,7395060.666666667,6291524.0,5009152.333333333,7280769.666666667,6992382.0,10943118.0,5362317.666666667,5307228.0,9324336.333333334,8686326.333333334,17194606.333333332,8104947.333333333,7032717.333333333,5080013.333333333,4390646.333333333,10071111.333333334,11391275.333333334,9351333.0,5792092.333333333,5895618.333333333,4308114.333333333,7478826.666666667,7328167.333333333,14093241.333333334
8.625_150.09917,150.09917,8.625,784895.3333333334,883371.0,475955.3333333333,1315171.0,926140.3333333334,891652.3333333334,1014653.6666666666,794026.3333333334,492969.6666666667,984895.3333333334,1220937.3333333333,1082267.3333333333,632269.0,653973.0,461829.0,818756.3333333334,640111.6666666666,1260799.3333333333,517055.0,562123.3333333334,1132796.3333333333,748723.0,2150596.0,1122795.3333333333,736385.0,547833.6666666666,454664.3333333333,1249734.3333333333,1246081.6666666667,1105002.6666666667,552974.3333333334,786567.0,601245.3333333334,799025.0,759496.0,1787170.3333333333
8.625_543.34296,543.34296,8.625,6428071.0,9115642.666666666,7394301.0,18447035.0,14870976.333333334,16937885.0,14987054.0,14004229.0,15335667.333333334,17374817.0,13350353.0,13764508.666666666,12526157.666666666,10941332.0,12006825.333333334,16836373.666666668,18503975.333333332,21636012.0,17261911.333333332,15585990.0,21177731.666666668,16490295.333333334,23305324.333333332,16662227.666666666,16478388.333333334,13723471.0,11846105.0,18088247.333333332,20455193.666666668,17372652.0,20610097.0,20456889.666666668,17525500.0,16958862.333333332,15433153.666666666,23154448.0
8.626_1007.52814,1007.52814,8.626,1670721.6666666667,1893194.6666666667,690267.3333333334,2549342.0,1501677.6666666667,1333243.0,1932188.3333333333,1708792.6666666667,991811.0,1277151.6666666667,1145611.3333333333,761869.3333333334,2078890.3333333333,1447297.3333333333,1253543.0,1122971.0,857355.6666666666,1732331.3333333333,1702357.0,1113403.6666666667,2971843.6666666665,795182.3333333334,2214907.0,587637.0,1900515.6666666667,1571288.6666666667,2030498.6666666667,1840795.6666666667,2248713.3333333335,1940082.6666666667,2409630.0,2526522.0,1492715.6666666667,812619.6666666666,705624.3333333334,1774063.3333333333
8.626_1043.80066,1043.80066,8.626,0.0,3836053.0,1769022.6666666667,2851064.3333333335,1649344.0,1581713.0,2731853.6666666665,2431776.0,2504249.3333333335,1960290.3333333333,713235.3333333334,716193.3333333334,3377922.3333333335,3113952.6666666665,2520402.0,1894079.6666666667,2197258.6666666665,2945206.6666666665,2680001.3333333335,2871876.3333333335,4368662.666666667,1003769.3333333334,1727157.0,1061523.0,4257470.666666667,4667239.666666667,5400747.0,4069573.3333333335,4302425.0,4002435.3333333335,5498229.0,5586088.0,4187275.0,2325938.0,2025496.0,2706889.6666666665
8.626_351.18054,351.18054,8.626,2293037.3333333335,2758951.0,1259880.6666666667,3087483.0,2528609.6666666665,2640620.0,2468510.3333333335,2020177.0,1753380.3333333333,3284820.3333333335,3065267.0,2870834.0,1926643.6666666667,2045443.3333333333,1586667.3333333333,2119772.0,2254678.0,3625547.3333333335,1627661.0,1713916.6666666667,2771553.6666666665,2667104.3333333335,5079393.333333333,2768288.0,2230237.0,1665985.6666666667,1356945.3333333333,3472284.6666666665,3419195.3333333335,2743232.6666666665,1922020.0,1810952.3333333333,1353575.0,2460371.6666666665,2559970.6666666665,4604200.666666667
8.626_986.59845,986.59845,8.626,9337973.333333334,10642266.666666666,2471683.0,9428111.666666666,7581386.333333333,8365544.0,7115944.0,5695473.333333333,3335871.3333333335,6778449.0,8845877.0,6472899.0,6927402.666666667,5400809.666666667,3291801.0,4349380.666666667,3420128.0,8593960.333333334,3341171.6666666665,2814588.6666666665,8711345.666666666,5830379.666666667,18156993.0,4412538.666666667,5382754.666666667,3047653.3333333335,2717857.6666666665,7163702.0,8650682.333333334,6465396.0,3528123.0,4055090.0,2264306.6666666665,3890451.3333333335,3108613.0,12072194.666666666
8.626_991.55432,991.55432,8.626,8065499.0,12538005.333333334,4923275.0,18131542.0,10453526.0,10662627.0,15181454.666666666,11235562.666666666,10576182.666666666,9454671.0,8379120.333333333,6018670.333333333,16969991.666666668,14602012.333333334,11360538.666666666,9176344.333333334,8888631.0,16421924.0,10161504.0,8179360.666666667,19308375.333333332,7601758.0,20552547.0,6879797.666666667,21029694.0,17981743.333333332,20775914.666666668,22803639.666666668,24184280.0,25078281.666666668,17462103.666666668,20363461.0,12312028.0,11966066.0,10789336.666666666,24153483.0
8.627_558.37891,558.37891,8.627,8234897.666666667,12242127.666666666,8377172.0,28547161.666666668,29121758.0,28099974.333333332,19966251.666666668,19970350.333333332,15981520.0,38784637.333333336,39853814.666666664,36213925.0,13445219.0,11741151.333333334,10858731.0,21107486.0,21273285.0,30708980.666666668,18079430.666666668,17685272.333333332,26507935.333333332,32716147.333333332,46902743.333333336,32744144.666666668,14615934.666666666,10544248.666666666,10327319.666666666,27448898.666666668,32730331.0,31702257.666666668,18175008.333333332,19188623.0,15244160.666666666,27512090.666666668,30284641.0,50154830.666666664
8.628_553.32672,553.32672,8.628,2198525.6666666665,2965426.0,1347111.0,2790663.3333333335,2834094.3333333335,2834388.3333333335,2399999.0,1820303.3333333333,1410620.6666666667,2870845.6666666665,2862691.6666666665,2631745.6666666665,2371482.0,2009396.0,1405789.3333333333,1915794.3333333333,1937101.3333333333,2594228.6666666665,1419063.3333333333,1679608.6666666667,2535904.0,2539050.6666666665,4116926.3333333335,2288492.6666666665,2125333.3333333335,1221704.6666666667,1100643.0,2845040.0,3137546.6666666665,3016474.0,1642741.3333333333,1864996.3333333333,1260124.6666666667,2394440.3333333335,2141331.3333333335,3902608.6666666665
8.628_585.35333,585.35333,8.628,18111210.333333332,24188164.0,13811570.333333334,32247072.666666668,33910415.333333336,31408506.0,26218669.666666668,24291617.666666668,18776357.0,34527311.333333336,36281840.333333336,32838465.0,21065478.0,17766286.333333332,16281978.666666666,24245599.0,21487537.333333332,30241311.666666668,20656241.666666668,21376100.0,31379969.0,28513915.333333332,42501156.333333336,26203830.666666668,20813481.666666668,14025409.0,12925914.666666666,25219011.666666668,29758465.333333332,27371810.333333332,21483216.666666668,21274098.333333332,16728520.0,23328969.666666668,22704583.666666668,40259604.0
8.651_671.51007,671.51007,8.651,0.0,0.0,0.0,1903574.0,3052343.0,3014637.0,2951285.3333333335,1295135.0,0.0,3853612.0,4537197.0,4897840.0,0.0,0.0,0.0,2262199.0,1982544.0,1597228.0,0.0,0.0,0.0,4302894.666666667,3390971.6666666665,2647264.0,0.0,0.0,0.0,1926040.6666666667,1968582.0,2497419.0,0.0,0.0,0.0,3032958.3333333335,2929689.6666666665,2855626.3333333335
8.651_873.55353,873.55353,8.651,0.0,0.0,0.0,11296850.666666666,10512711.333333334,8728685.0,24202457.333333332,8994190.666666666,0.0,22154007.0,12730313.666666666,18552821.333333332,0.0,0.0,0.0,12942937.0,13722779.333333334,12114501.333333334,0.0,0.0,0.0,19907725.0,15012948.333333334,16966864.0,0.0,0.0,0.0,18108399.333333332,25070625.333333332,32505917.0,0.0,0.0,0.0,27429178.0,37044967.333333336,34422311.0
8.654_274.20111,274.20111,8.654,0.0,0.0,0.0,10790.0,0.0,0.0,243603.66666666666,626485.0,655291.6666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41487.333333333336,0.0,970868.0,889039.6666666666,843952.0,0.0,13985.0,0.0,0.0,0.0,0.0,19560.666666666668,0.0,10963.0,562217.6666666666,479603.3333333333,599860.6666666666,0.0,0.0,0.0
