Compound,m/z,Retention time (min),kmd,pass_relfil,pass_blnkfil,average CV,median CV,pass_cvfil,pass_insource,groups,fc,max,logmax,-logp,p,qval,-logq
8.589_817.45508,817.45508,8.589,0.4550799999999526,True,True,0.4999251639844639,0.1659116601785757,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.2413512539255181,16884089.555555556,7.227477647046719,1.5203540403920963,0.030174908344132938,0.04017507064700551,1.3960433508663557
7.954_474.36145,474.36145,7.954,0.3614499999999907,True,True,0.554882442364772,0.1939659630766888,True,True, 0p8_K 0p8_M 0p8_MK,0.01,82180.77777777778,4.914770247208143,1.5240924112163847,0.029916279962433293,0.03990762442865137,1.3989441235874194
10.046_859.57532,859.57532,10.046,0.5753200000000334,True,True,0.4651915251334019,0.1213408591318939,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.2874673257774431,118007518.77777778,8.071909678998262,1.5294279298065945,0.029550992398705615,0.03949658751935315,1.4034404255263386
0.92_1027.29517,1027.29517,0.92,0.2951700000000983,True,True,0.330430719628018,0.1429169405342637,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,223890.22222222225,5.3500351273992255,1.532215300230635,0.02936193681587484,0.03931995802280914,1.405386954483648
9.365_913.58545,913.58545,9.365,0.5854500000000371,True,True,0.3383726819616113,0.0835133623125465,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.337725284912345,15565837.888888888,7.192172503157104,1.5383839387323712,0.02894783318333571,0.038840684912009656,1.410713120399364
7.751_611.3053,611.3053,7.751,0.3052999999999883,True,True,0.2675353262314729,0.1405503728638135,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,460117.1111111112,5.662868384368804,1.543920235642058,0.028581154287174563,0.03842330274793312,1.4154053072631354
0.938_465.12115,465.12115,0.938,0.12115,True,True,0.1610887876711131,0.1576666763886755,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,1.7199240346343834,234786.5555555556,5.370673224538079,1.54561351230495,0.028469935792496903,0.038348393046033845,1.4162528300425676
4.131_412.05112,412.05112,4.131,0.0511200000000258,True,True,0.1993764311375852,0.1809538182350258,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,128686.2222222222,5.109532051697178,1.5491206658361574,0.028240952098103286,0.03811425371052611,1.4189125794377897
0.918_330.04782,330.04782,0.918,0.0478200000000015,True,True,0.1355992130826361,0.07101121065394,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_M 2p5_MK 8p0_K 8p0_M 8p0_MK,0.7147198340298708,3172842.1111111105,6.501448461013338,1.558604305245737,0.02763094222425378,0.037363955140820665,1.4275471580062513
4.741_281.03766,281.03766,4.741,0.0376600000000166,True,True,0.3798533414495426,0.1643941100480514,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,206350.0,5.314604473213435,1.5616675934646556,0.027436733605138874,0.03717408415911953,1.4297597221883935
3.771_650.36206,650.36206,3.771,0.3620600000000422,True,True,0.1848288126418461,0.154329575333291,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,175681.22222222222,5.244725344186894,1.5703216282402068,0.026895422547030586,0.03651225339881755,1.4375613632027673
3.477_883.45239,883.45239,3.477,0.4523900000000367,True,True,0.1409819240163985,0.1393214887164988,True,True, 0p8_M 2p5_M 8p0_K 8p0_M 8p0_MK,100.0,175211.44444444447,5.243562469964161,1.5719134597710105,0.026797022458151507,0.036450280548391126,1.4382991246807313
3.167_581.28534,581.28534,3.167,0.2853400000000192,True,True,0.1788780988341906,0.1576094806358596,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,2.110721996159701,593341.3333333334,5.773304603205691,1.5900205372387646,0.02570274234865377,0.03503075929569971,1.455550449197902
9.001_436.28439,436.28439,9.001,0.2843899999999735,True,True,0.557722719302473,0.1457276394879431,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.0853595749042881,10994836.333333334,7.041188768934714,1.5909962812407776,0.025645059956719066,0.035021218241290265,1.4556687507063784
0.92_719.01709,719.01709,0.92,0.0170900000000528,True,True,0.2030575303153762,0.1655002149266315,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,156718.8888888889,5.195121343921246,1.5978328604265744,0.02524452128756716,0.034542503385562195,1.4616461911710372
9.693_826.5542,826.5542,9.693,0.5542000000000371,True,True,0.1846468200579241,0.1319047854821962,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,4015207.8888888895,6.603708035955916,1.5991132661648273,0.025170203906891286,0.034509148610440236,1.4620657552361542
10.102_717.55121,717.55121,10.102,0.5512099999999691,True,True,0.5543006497603626,0.1878741804026503,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.3548166277978867,9771998.88888889,6.989983408920571,1.6011184034792876,0.025054260953558456,0.03441847777119064,1.4632083411610166
3.11_529.22223,529.22223,3.11,0.2222299999999677,True,True,0.3380104617241674,0.1709915436317277,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,148639.0,5.17213277485232,1.6149163140495542,0.024270777333955443,0.033408579955703614,1.476141983820375
7.138_521.33264,521.33264,7.138,0.3326399999999694,True,True,0.2840984782684766,0.1365254141521232,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,244417.8888888889,5.388132988646693,1.618835238314312,0.024052751349285414,0.03317455325819605,1.4791949168073595
3.07_360.97891,360.97891,3.07,0.9789099999999848,True,True,0.2758127346027179,0.1176270579130045,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,183373.66666666663,5.263336969052215,1.6297081685653951,0.02345804588420997,0.032419019411978174,1.4892001255272156
7.7_442.25912,442.25912,7.7,0.2591199999999958,True,True,0.4381568491005912,0.1704168998804025,True,True, 8p0_K 8p0_MK,100.0,183466.88888888888,5.263557696542457,1.6305739168021718,0.023411329810646867,0.032419019411978174,1.4892001255272156
9.05_504.33203,504.33203,9.05,0.3320299999999747,True,True,0.3985924030549897,0.1793305776444617,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,1222975.4444444445,6.087417737126769,1.636356163524713,0.023101694504746195,0.03205476084895506,1.4941074589102321
10.827_725.55298,725.55298,10.827,0.5529800000000478,True,True,0.4725017685487054,0.1716993994430065,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.3826754111659963,17039876.666666668,7.231466447051576,1.6383895422672927,0.02299378454972612,0.03196922560132947,1.4952678836264264
7.537_565.36023,565.36023,7.537,0.3602300000000014,True,True,0.5191893214477626,0.122908946748902,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,261455.22222222225,5.4173973207101165,1.6427290898083504,0.02276517065106365,0.031715187338477786,1.4987327189243496
6.152_267.00845,267.00845,6.152,0.008449999999982,True,True,0.1377695909454606,0.1450810188125507,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,5795405.777777777,6.763083849424751,1.645831923593447,0.022603103642015347,0.031553019427540616,1.5009590751528175
4.556_433.01523,433.01523,4.556,0.015229999999974,True,True,0.146122067175588,0.1326821927868194,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,334556.0,5.5244688230169,1.647235758535436,0.022530158212694,0.031514856933140795,1.5014846600848846
2.629_511.25122,511.25122,2.629,0.2512199999999893,True,True,0.3491813890831448,0.1933310324482278,True,True, 0p8_K 0p8_MK 2p5_K 2p5_M 2p5_MK 8p0_K 8p0_M 8p0_MK,2.5496665525504967,268526.3333333333,5.428986881695074,1.650747809823716,0.022348696110648932,0.031324440187542414,1.5041166817267477
10.62_498.35855,498.35855,10.62,0.3585499999999797,True,True,0.3361131843582899,0.1691592252757076,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.4101734741933823,5819982.555555555,6.764921682925264,1.6672097300815691,0.021517423614305867,0.0302206091818808,1.5196967854747312
6.657_552.33759,552.33759,6.657,0.3375899999999774,True,True,0.1348826350535832,0.1511597596905776,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,297494.5555555556,5.473479022118971,1.6795897875513142,0.02091270505870191,0.02943111852456827,1.5311932323000843
9.364_908.63049,908.63049,9.364,0.6304900000000089,True,True,0.3508518633582438,0.0831822251922414,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.2854978554756156,28564787.777777776,7.455831001815702,1.6828579736322329,0.02075592182817142,0.029270085680135612,1.5335760062865482
0.919_703.04797,703.04797,0.919,0.0479699999999638,True,True,0.1936875520282702,0.1915158494156313,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,160779.33333333334,5.206230223541035,1.6844350782251298,0.020680685100548324,0.029223626594026365,1.5342658899745516
8.595_894.61499,894.61499,8.595,0.6149900000000343,True,True,0.547116720862884,0.1355864351637543,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.2335509664251951,65755702.333333336,7.817933420804637,1.6895843839222098,0.020436928055365785,0.028938355094790487,1.538526158550722
5.692_306.01923,306.01923,5.692,0.0192299999999931,True,True,0.1575639584963341,0.1712782502967529,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,1589185.7777777778,6.201174669735786,1.6900638073578769,0.02041437990745898,0.028938355094790487,1.538526158550722
0.917_671.12811,671.12811,0.917,0.1281099999999924,True,True,0.4210702489771306,0.1738481387053201,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_M 2p5_MK 8p0_K 8p0_MK,2.1944610747889266,148797.55555555556,5.172595796683963,1.69154238034655,0.020344996508286698,0.02892673371857224,1.538700602234645
10.302_407.35162,407.35162,10.302,0.3516200000000253,True,True,0.1331210383004306,0.133101157810075,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,1.6550377187226968,1293311.7777777778,6.11170323257286,1.6952864580293612,0.020170355003251265,0.02873755733452912,1.5415501492574264
3.65_433.72171,433.72171,3.65,0.7217099999999732,True,True,0.254820981821289,0.1248170192446867,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,264033.44444444444,5.4216589413309215,1.7068360012964587,0.01964101822851183,0.028041205776656353,1.5522033155666728
10.249_500.30136,500.30136,10.249,0.3013599999999883,True,True,0.2965515478517627,0.1457526915000716,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,991518.777777778,5.996300943461189,1.7083565866105774,0.019572369830282318,0.02800105083379934,1.5528256699878913
0.935_573.16132,573.16132,0.935,0.1613200000000461,True,True,0.4462930111063132,0.1588099735861623,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.212183916655743,2317850.4444444445,6.365085410381717,1.7096421588467017,0.019514518552056652,0.027976208131682875,1.553211149711353
3.758_737.39539,737.39539,3.758,0.3953900000000203,True,True,0.2368959546857927,0.1359573013811159,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,307333.0,5.487609195298481,1.7292938464458771,0.018651173134198503,0.026794096955782047,1.5719608754455106
10.868_681.29114,681.29114,10.868,0.2911400000000412,True,True,0.3181420535095163,0.1458603327085199,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.4923965015917465,3730125.8888888895,6.57172348916182,1.731911715727875,0.01853908451420883,0.026688557081913127,1.5736749057292638
10.141_387.27374,387.27374,10.141,0.2737399999999752,True,True,0.4338763114538216,0.1531992390676339,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.3579462061078936,486622530.4444444,8.687192212735317,1.7345479239496202,0.01842689138898845,0.026582425782444716,1.575405389989985
8.593_846.50549,846.50549,8.593,0.5054900000000089,True,True,0.498751787701662,0.1818257067799444,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.2015686367402968,16598773.333333334,7.220075994410609,1.735132433174471,0.018402107645094645,0.026582425782444716,1.575405389989985
2.392_343.16095,343.16095,2.392,0.1609500000000139,True,True,0.2995282617282712,0.1651169599579802,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,266456.6666666667,5.425626590631823,1.7360840017988062,0.01836183152085247,0.026582425782444716,1.575405389989985
10.18_837.48224,837.48224,10.18,0.4822400000000471,True,True,0.4217104346616789,0.131300432446538,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.1622308491582101,22135817.666666668,7.345095568852146,1.7363240730499037,0.018351684190191172,0.026582425782444716,1.575405389989985
8.139_513.30353,513.30353,8.139,0.3035300000000234,True,True,0.2366529189197699,0.0655048674993443,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,3986551.111111111,6.600597336504436,1.737227209469663,0.018313560627285733,0.026582425782444716,1.575405389989985
8.334_529.25232,529.25232,8.334,0.2523200000000543,True,True,0.5357388959648419,0.146953610953315,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK,0.01,466581.5555555556,5.668927566693546,1.7394345580019164,0.018220716126693178,0.026562267602415583,1.575734852301803
7.426_567.31372,567.31372,7.426,0.3137199999999893,True,True,0.1188513441817326,0.0703259146099336,True,True, 2p5_K 2p5_MK 8p0_K 8p0_MK,100.0,678207.0,5.831362267962983,1.742824399548827,0.018079049774716305,0.02641146594995553,1.5782074929124403
3.828_638.31421,638.31421,3.828,0.3142100000000027,True,True,0.450752580702656,0.1119487665645462,True,True, 0p8_K 0p8_MK 2p5_K 2p5_M 2p5_MK 8p0_K 8p0_MK,0.6278267502921642,406306.0,5.60885323568514,1.74601476058727,0.017946726293452286,0.026273703111812565,1.5804787118471595
3.759_665.36108,665.36108,3.759,0.3610800000000154,True,True,0.4054769784870637,0.121933389186425,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_M 8p0_MK,0.5542619744201394,303946.0,5.482796432341751,1.753221142039298,0.017651387860315722,0.025896197476599072,1.586764001793996
9.332_871.5755,871.5755,9.332,0.5755000000000337,True,True,0.450674464547227,0.1301907466298598,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.1618579538339704,51726140.111111104,7.713710071856041,1.7601685317986484,0.017371265906629848,0.025539456896768564,1.5927883423601674
3.363_435.12204,435.12204,3.363,0.1220400000000268,True,True,0.3042908324935111,0.1514947948758178,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK 8p0_K,0.01,94649.33333333331,4.97611755933865,1.7633917502114915,0.017242818222122258,0.02540466394773237,1.5950865455523764
10.56_1056.66382,1056.66382,10.56,0.663819999999987,True,True,0.3419254782258346,0.1770279442915888,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,2936236.4444444445,6.467791024807692,1.7679327069360131,0.017063467635489934,0.025194137042999026,1.5987005126359388
2.727_677.2226,677.2226,2.727,0.2226000000000567,True,True,0.1850878542839611,0.1550230315269201,True,True, 8p0_K 8p0_MK,100.0,96566.22222222223,4.984825241655512,1.769388950906122,0.01700634750336749,0.025163567719115494,1.5992277840980358
5.288_359.08435,359.08435,5.288,0.0843499999999721,True,True,0.1519299566416043,0.1303852309319308,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,527059.7777777778,5.7218598745801925,1.7727724011090331,0.01687437121814162,0.02502186805093532,1.6016802704248347
10.171_880.63574,880.63574,10.171,0.6357400000000553,True,True,0.452877244656788,0.1055695739771554,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.218338157574763,253528414.44444445,8.404026640375,1.7756881908708055,0.016761458616269875,0.024907887965252652,1.603663096386561
10.309_525.30432,525.30432,10.309,0.3043199999999615,True,True,0.3386331427098045,0.1854672814494554,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,1020796.2222222224,6.008939054136611,1.7767488815782382,0.01672057154300233,0.024900678741841833,1.6037888147589205
3.266_734.02612,734.02612,3.266,0.0261199999999917,True,True,0.1539437531470017,0.1327582552525327,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,280230.0,5.447514626799262,1.7796349981451665,0.016609822899433354,0.02478917413284762,1.6057379417889213
10.796_787.41974,787.41974,10.796,0.4197400000000471,True,True,0.1884035839465377,0.1137747779235555,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK,0.01,5421943.444444444,6.734154983201346,1.7843611935061088,0.016430047026813943,0.024573944795516094,1.6095251216880357
3.794_487.71436,487.71436,3.794,0.7143599999999992,True,True,0.3567943891439055,0.1937482782542745,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,142720.33333333334,5.154485851358409,1.7847759270481829,0.016414364490357373,0.024573944795516094,1.6095251216880357
7.413_675.37061,675.37061,7.413,0.370610000000056,True,True,0.2433497484056831,0.1092717237839454,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,414596.6666666667,5.6176258060692446,1.7853403335036775,0.016393046338014857,0.024573944795516094,1.6095251216880357
3.465_654.30933,654.30933,3.465,0.3093300000000454,True,True,0.4699108028439845,0.1274474007641694,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK 8p0_K,0.0143601149871163,190221.44444444447,5.279259475161396,1.7887276823203042,0.016265683507400874,0.02448711830852724,1.6110623204833672
3.591_586.31927,586.31927,3.591,0.3192699999999604,True,True,0.4301435117756764,0.097079950285344,True,True, 0p8_M 2p5_M 8p0_K 8p0_M 8p0_MK,91.10814889336018,578680.2222222222,5.762438639566704,1.8013086980953543,0.015801244817817084,0.0238398693648725,1.622696128725025
9.15_488.33823,488.33823,9.15,0.33823000000001,True,True,0.4317941783568549,0.1502263750100529,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,8855001.88888889,6.947188658166854,1.818483276410884,0.015188564282498922,0.02296564096106511,1.638921429106536
10.167_683.54608,683.54608,10.167,0.5460799999999608,True,True,0.4751052154618198,0.1707811166030101,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.1540414686534371,17165181.0,7.234648387248328,1.8281048508543385,0.014855769390979209,0.022511703177997004,1.647591646144575
8.058_391.29843,391.29843,8.058,0.2984299999999962,True,True,0.5743941354316975,0.1915361915263408,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK,0.01,866937.4444444444,5.937987761244688,1.8317992815279387,0.014729931203756983,0.02237007134460676,1.6503326308108526
3.321_323.009,323.009,3.321,0.0090000000000145,True,True,0.1771707090581523,0.1419787026966962,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,120229.0,5.080009234895601,1.8402279895478637,0.014446811641120261,0.021988429171837225,1.6578057950307692
2.852_362.70853,362.70853,2.852,0.7085299999999961,True,True,0.5111145280952242,0.1867532161428724,True,True, 0p8_M 8p0_K 8p0_MK,100.0,220226.66666666663,5.34286990539408,1.84335946227238,0.014343017811322857,0.021878643063187844,1.6599796169110135
8.947_313.12534,313.12534,8.947,0.1253399999999942,True,True,0.2917278622189594,0.1655930605751182,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.2295812332963157,1823412.7777777773,6.260884993843501,1.855497768343341,0.013947688247518684,0.021322682696980996,1.6711581557805246
4.485_290.16794,290.16794,4.485,0.1679399999999873,True,True,0.42797347262278,0.1929204767958167,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,732546.2222222221,5.864835033016211,1.8628421563482656,0.013713801015576402,0.021011610868654756,1.6775406508520276
3.823_596.3407,596.3407,3.823,0.3406999999999698,True,True,0.1050806505340837,0.0992755198035996,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_M 2p5_MK 8p0_K 8p0_M 8p0_MK,1.6763922015864154,493027.6666666667,5.692871290765121,1.8628904750975817,0.01371227532993968,0.021011610868654756,1.6775406508520276
0.916_441.10803,441.10803,0.916,0.1080299999999852,True,True,0.3735343626684562,0.1566642883909582,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,223071.7777777777,5.348444628416131,1.8704498852757128,0.013475662166433807,0.020738713935424855,1.6832181789048375
3.058_398.71915,398.71915,3.058,0.7191500000000133,True,True,0.321032250222937,0.1219094058207976,True,True, 0p8_K 0p8_MK 2p5_K 2p5_M 2p5_MK 8p0_K 8p0_M 8p0_MK,1.739512999180604,729322.1111111111,5.862919380418857,1.8801742157263663,0.013177280304859538,0.020324778327361476,1.6919741823503118
9.328_866.62103,866.62103,9.328,0.6210300000000188,True,True,0.6191026722187899,0.1816548692801732,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.1383042814700366,64399385.888888896,7.808881725957041,1.8946352292661013,0.012745731655175785,0.019703133274555855,1.7054647050238394
9.487_565.40808,565.40808,9.487,0.4080800000000408,True,True,0.5043188743221657,0.1695078638217826,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.2339079016576769,6968275.0,6.843125281584258,1.9050600584391384,0.012443425201600791,0.019278939045529478,1.7149168697770818
3.18_775.37946,775.37946,3.18,0.3794599999999946,True,True,0.3917999072355083,0.1860977970072482,True,True, 0p8_M 8p0_K 8p0_MK,100.0,344962.11111111107,5.537771396989216,1.905271494493893,0.012437368600612285,0.019278939045529478,1.7149168697770818
9.314_373.25833,373.25833,9.314,0.2583300000000008,True,True,0.5104641104686296,0.1791897815386312,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.1730374392753443,46659629.55555555,7.668941286480521,1.9054742188144065,0.012431564316139449,0.019278939045529478,1.7149168697770818
9.221_387.27377,387.27377,9.221,0.2737700000000131,True,True,0.4014878179702366,0.0876367095934536,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.4655587491799626,166932732.7777778,8.22254150307197,1.909602222696192,0.012313961099699173,0.019207555575377264,1.7165279015450632
3.926_389.04889,389.04889,3.926,0.0488899999999716,True,True,0.4037580171688627,0.1635360906248966,True,True, 0p8_K 0p8_MK 2p5_MK,0.01,184079.22222222225,5.265004770668678,1.9120431717470208,0.012244944703569304,0.01914311490987871,1.7179873937219143
8.712_915.60181,915.60181,8.712,0.6018100000000004,True,True,0.3157767315825391,0.0955566185706076,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,1.2810305217386924,103249459.33333331,8.013887786147667,1.9148098298731249,0.012167186643120333,0.019064684740127326,1.719770371966765
9.617_771.52423,771.52423,9.617,0.5242299999999886,True,True,0.2745187738491371,0.1684656494179348,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,1952025.222222222,6.290485424909138,1.9150474542086733,0.012160531184806981,0.019064684740127326,1.719770371966765
9.222_1747.19629,1747.19629,9.222,0.19629000000009,True,True,0.3100375146278437,0.0982770414995118,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.3356520874076287,60617227.44444444,7.782596068403836,1.9236569431299797,0.011921833628444557,0.01876534632632161,1.7266434159979027
10.182_803.47687,803.47687,10.182,0.4768699999999626,True,True,0.3926398346966579,0.0889130017414464,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.1842896953230841,119139080.44444446,8.076054243744656,1.9241604643936023,0.011908019457537835,0.01876534632632161,1.7266434159979027
7.538_320.07391,320.07391,7.538,0.0739100000000121,True,True,0.2281549864799391,0.1033657036945178,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,2298384.6666666665,6.361422715662159,1.9353986438776027,0.011603829960053604,0.018348390165668287,1.7364020334738262
3.436_786.16431,786.16431,3.436,0.1643100000000004,True,True,0.0419367822206591,0.033187439591426,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_M 2p5_MK 8p0_K 8p0_M 8p0_MK,0.7084425982764581,1766976.6666666667,6.247230814586097,1.9361480314992647,0.011583824482632968,0.018348390165668287,1.7364020334738262
8.944_449.2507,449.2507,8.944,0.2506999999999948,True,True,0.2934718861807099,0.1065601934760715,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.3534541660781934,7714941.222222223,6.88733262165493,1.951216229299384,0.011188806693386733,0.01777348373593157,1.750227438879823
0.936_993.27759,993.27759,0.936,0.277590000000032,True,True,0.1765699505704007,0.1393849721290019,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,2.4918220125952586,552571.7777777778,5.742388699855963,1.957988354046652,0.011015688485937144,0.017538803557102686,1.7560000361849644
0.934_354.05762,354.05762,0.934,0.0576199999999857,True,True,0.2100206210154264,0.1186399657172157,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,103305.33333333331,5.014122743372919,1.9640377516283407,0.01086331188722057,0.017336139755356614,1.7610476006075078
7.228_411.09705,411.09705,7.228,0.0970500000000242,True,True,0.1087236572590498,0.0846038801297921,True,True, 0p8_K 0p8_MK 2p5_K 2p5_MK,0.01,2201576.5555555555,6.342733791806569,1.9652687531742965,0.010832563582239496,0.017327086655850674,1.7612744526150101
8.713_713.55524,713.55524,8.713,0.5552400000000262,True,True,0.434475087968489,0.1783342803602713,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.6216886045225573,13462447.0,7.12912400654538,1.9718142459697063,0.010670524173907571,0.017107499313619795,1.7668134687562396
9.223_882.61517,882.61517,9.223,0.6151700000000346,True,True,0.5007171787734109,0.0794226538670646,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.5184334305052707,750131664.7777778,8.875137498415517,1.97498384282493,0.010592931336131704,0.017022594309923273,1.7689742510303181
4.118_633.35986,633.35986,4.118,0.359860000000026,True,True,0.4494553667745676,0.1877754988293847,True,True, 0p8_K 0p8_MK 2p5_MK,0.01,68562.22222222223,4.836084885391341,1.9768315351249277,0.010547959773716578,0.016989837304517846,1.7698107799354534
10.413_885.59106,885.59106,10.413,0.5910599999999704,True,True,0.3190893568115399,0.0792159284250912,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.2995260164150317,49386332.88888889,7.693606779446688,1.9797164173648245,0.010478125181584414,0.016916786216062688,1.771682139003798
7.613_597.42645,597.42645,7.613,0.4264500000000453,True,True,0.182907413384782,0.1284052909389725,True,True, 0p8_K 0p8_MK 2p5_K,0.01,332100.0,5.521268875598385,1.9890674090051512,0.010254927420722426,0.01659521041620421,1.7800172366559766
8.701_685.52612,685.52612,8.701,0.5261199999999917,True,True,0.5895628338192995,0.1040369986262337,True,True, 0p8_K 0p8_M 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.239166586526679,10228830.222222222,7.009825970263275,1.9919970861861056,0.010185982221167622,0.016522332663912738,1.7819286379146262
10.882_677.33374,677.33374,10.882,0.3337400000000343,True,True,0.2890307067684418,0.181686963162536,True,True, 0p8_MK 2p5_K 2p5_MK 8p0_K 8p0_MK,0.3746603249155203,2005282.1111111112,6.302175479539833,1.998455804283116,0.01003561970832267,0.016316736984590508,1.787366686959229
